,link,type,year
844,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/3.14KingsComptrollerRecap.pdf,General,2009
845,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/3.15QueensComptrollerRecap.pdf,General,2009
846,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/3.16RichmondComptrollerRecap.pdf,General,2009
847,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.11NewYorkSupremeCourtRecap.pdf,General,2009
848,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.12NewYorkBoroughPresidentRecap.pdf,General,2009
849,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.13NewYorkDistrictAttorneyRecap.pdf,General,2009
850,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.14NewYorkCouncil1Recap.pdf,General,2009
851,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.15NewYorkCouncil2Recap.pdf,General,2009
852,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.16NewYorkCouncil3Recap.pdf,General,2009
853,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.17NewYorkCouncil4Recap.pdf,General,2009
854,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.18NewYorkCouncil5Recap.pdf,General,2009
855,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.19NewYorkCouncil6Recap.pdf,General,2009
856,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.21NewYorkCouncil7Recap.pdf,General,2009
857,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.22CrossoverCouncil8Recap.pdf,General,2009
858,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.23NewYorkCouncil8Recap.pdf,General,2009
859,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.24BronxCouncil8Recap.pdf,General,2009
860,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.29NewYorkCouncil9Recap.pdf,General,2009
861,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.31NewYorkCouncil10Recap.pdf,General,2009
862,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.32NewYorkCivilCourtDistrict3Recap.pdf,General,2009
863,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.33NewYorkCivilCourtDistrict6Recap.pdf,General,2009
864,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/4.34NewYorkCivilCourtDistrict9Recap.pdf,General,2009
865,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.11BronxSupremeCourtRecap.pdf,General,2009
866,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.12BronxCivilCourtCountywideRecap.pdf,General,2009
867,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.13BronxBoroughPresidentRecap.pdf,General,2009
868,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.14BronxCouncil11Recap.pdf,General,2009
869,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.15BronxCouncil12Recap.pdf,General,2009
870,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.16BronxCouncil13Recap.pdf,General,2009
871,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.17BronxCouncil14Recap.pdf,General,2009
872,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.18BronxCouncil15Recap.pdf,General,2009
873,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.19BronxCouncil16Recap.pdf,General,2009
874,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.21BronxCouncil17Recap.pdf,General,2009
875,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/5.22BronxCouncil18Recap.pdf,General,2009
876,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.11KingsCountywideCivilCourtRecap.pdf,General,2009
877,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.12KingsBoroughPresidentRecap.pdf,General,2009
878,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.13KingsDistrictAttorneyRecap.pdf,General,2009
879,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.14KingsCouncil33Recap.pdf,General,2009
880,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.15CrossoverCouncil34Recap.pdf,General,2009
881,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.16KingsCouncil34Recap.pdf,General,2009
882,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.17Queens34CouncilRecap.pdf,General,2009
883,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.18KingsCouncil35Recap.pdf,General,2009
884,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.19KingsCouncil36Recap.pdf,General,2009
885,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.21KingsCouncil37Recap.pdf,General,2009
886,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.22KingsCouncil38Recap.pdf,General,2009
887,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.23KingsCouncil39Recap.pdf,General,2009
888,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.24KingsCouncil40Recap.pdf,General,2009
889,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.25KingsCouncil41Recap.pdf,General,2009
890,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.26KingsCouncil42Recap.pdf,General,2009
891,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.27KingsCouncil43Recap.pdf,General,2009
892,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.28KingsCouncil44Recap.pdf,General,2009
893,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.29KingsCouncil45Recap.pdf,General,2009
894,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.31KingsCouncil46Recap.pdf,General,2009
895,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.32KingsCouncil47Recap.pdf,General,2009
896,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.34KingsCouncil48Recap.pdf,General,2009
897,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.35CrossoverCouncil50Recap.pdf,General,2009
898,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.36KingsCouncil50Recap.pdf,General,2009
899,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.37RichmondCouncil50Recap.pdf,General,2009
900,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.38KingsCivilCourtDistrict3Recap.pdf,General,2009
901,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/6.39KingsCivilCourtDistrict5Recap.pdf,General,2009
902,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.11QueensSupremeCourtJusticeRecap.pdf,General,2009
903,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.12QueensCivilCourtCountywideRecap.pdf,General,2009
904,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.13QueensBoroughPresidentRecap.pdf,General,2009
905,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.14Queens19CouncilRecap.pdf,General,2009
906,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.15Queens20CouncilRecap.pdf,General,2009
907,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.16Queens21CouncilRecap.pdf,General,2009
908,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.17Queens22CouncilRecap.pdf,General,2009
909,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.18Queens23CouncilRecap.pdf,General,2009
910,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.19Queens24CouncilRecap.pdf,General,2009
911,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.21Queens25CouncilRecap.pdf,General,2009
912,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.22Queens26CouncilRecap.pdf,General,2009
913,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.23Queens27CouncilRecap.pdf,General,2009
914,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.24Queens28CouncilRecap.pdf,General,2009
915,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.25Queens29CouncilRecap.pdf,General,2009
916,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.26Queens30CouncilRecap.pdf,General,2009
917,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.27Queens31CouncilRecap.pdf,General,2009
918,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/7.28Queens32CouncilRecap.pdf,General,2009
919,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/8.11RichmondSupremeCourt13Recap.pdf,General,2009
920,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/8.12RichmondBoroughPresidentRecap.pdf,General,2009
921,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/8.13RichmondCouncil49Recap.pdf,General,2009
922,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/8.14RichmondCouncil51Recap.pdf,General,2009
923,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/8.15RichmondCivilCourtDistrictRecap.pdf,General,2009
924,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.12NewYorkBallotPropOneRecap.pdf,General,2009
925,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.13BronxBallotPropOneRecap.pdf,General,2009
926,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.14KingsBallotPropOneRecap.pdf,General,2009
927,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.15QueensBallotPropOneRecap.pdf,General,2009
928,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.16RichmondBallotPropOneRecap.pdf,General,2009
929,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.18NewYorkBallotPropTwoRecap.pdf,General,2009
930,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.19BronxBallotPropTwoRecap.pdf,General,2009
931,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.21KingsBallotPropTwoRecap.pdf,General,2009
932,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.22QueensBallotPropTwoRecap.pdf,General,2009
933,http://vote.nyc.ny.us/downloads/pdf/results/2009/General/9.23RichmondBallotPropTwoRecap.pdf,General,2009
934,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/CityWidePubAdvocate_Recap.pdf,Primary,2009
935,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/CityWideComptroller_Recap.pdf,Primary,2009
936,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/1.11NewYorkRunoffPubAdv_Recap.pdf,Primary,2009
937,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/1.12BronxDemPublicAdvocateRunoffRecap.pdf,Primary,2009
938,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/1.13KingsRunoffPubAdv_Recap.pdf,Primary,2009
939,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/1.14QueensRunoffPubAdv_Recap.pdf,Primary,2009
940,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/1.15RichmondRunoffPubAdv_Recap.pdf,Primary,2009
941,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/2.11NewYorkRunoffComptroller_Recap.pdf,Primary,2009
942,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/2.12BronxDemComptrollerRunoffRecap.pdf,Primary,2009
943,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/2.13KingsRunoffComptroller_Recap.pdf,Primary,2009
944,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/2.14QueensRunoffComptroller_Recap.pdf,Primary,2009
945,http://vote.nyc.ny.us/downloads/pdf/results/2009/PrimaryRunoff/2.15RichmondRunoffComptroller_Recap.pdf,Primary,2009
946,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.1CrossoverDemMayorRecap.pdf,Primary,2009
947,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.11NewYorkDemMayorRecap.pdf,Primary,2009
948,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.12BronxDemMayorRecap.pdf,Primary,2009
949,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.13KingsDemMayorRecap.pdf,Primary,2009
950,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.14QueensMayorRecap.pdf,Primary,2009
951,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.15RichmondDemMayorRecap.pdf,Primary,2009
952,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.16CrossoverDemPublicAdvocateRecap.pdf,Primary,2009
953,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.17NewYorkDemPublicAdvocateRecap.pdf,Primary,2009
954,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.18BronxDemPublicAdvocateRecap.pdf,Primary,2009
955,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.19KingsDemPublicAdvocateRecap.pdf,Primary,2009
956,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.1CrossoverDemMayorRecap.pdf,Primary,2009
957,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.21QueensDemPublicAdvocateRecap.pdf,Primary,2009
958,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.21RichmondDemPublicAdvocateRecap.pdf,Primary,2009
959,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.22CrossoverDemComptrollerRecap.pdf,Primary,2009
960,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.23NewYorkDemComptrollerRecap.pdf,Primary,2009
961,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.24BronxDemComptrollerRecap.pdf,Primary,2009
962,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.25KingsDemComptrollerRecap.pdf,Primary,2009
963,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.26QueensDemComptrollerRecap.pdf,Primary,2009
964,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.27RichmondDemCityComptrollerRecap.pdf,Primary,2009
965,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.28NewYorkDemDistrictAttorneyRecap.pdf,Primary,2009
966,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.29QueensDemBoroughPresidentRecap.pdf,Primary,2009
967,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.31NewYorkDemCouncil1Recap.pdf,Primary,2009
968,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.31NewYorkDemCouncil2Recap.pdf,Primary,2009
969,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.32NewYorkDemCouncil3Recap.pdf,Primary,2009
970,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.33NewYorkDemCouncil7Recap.pdf,Primary,2009
971,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.34CrossoverDemCouncil8Recap.pdf,Primary,2009
972,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.35NewYorkDemCouncil8Recap.pdf,Primary,2009
973,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.36BronxDem8CouncilRecap.pdf,Primary,2009
974,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.37NewYorkDemCouncil9Recap.pdf,Primary,2009
975,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.38NewYorkDemCouncil10Recap.pdf,Primary,2009
976,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.39BronxDem11CouncilRecap.pdf,Primary,2009
977,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.41BronxDem12CouncilRecap.pdf,Primary,2009
978,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.41BronxDem14CouncilRecap.pdf,Primary,2009
979,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.42BronxDem16CouncilRecap.pdf,Primary,2009
980,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.43QueensDem19CouncilRecap.pdf,Primary,2009
981,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.44QueensDem20CouncilRecap.pdf,Primary,2009
982,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.45QueensDem21CouncilRecap.pdf,Primary,2009
983,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.46QueensDem23CouncilRecap.pdf,Primary,2009
984,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.47QueensDem25CouncilRecap.pdf,Primary,2009
985,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.48QueensDem26CouncilRecap.pdf,Primary,2009
986,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.49QueensDem27CouncilRecap.pdf,Primary,2009
987,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.51QueensDem28CouncilRecap.pdf,Primary,2009
988,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.51QueensDem29CouncilRecap.pdf,Primary,2009
989,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.52QueensDem31CouncilRecap.pdf,Primary,2009
990,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.53KingsDemCouncil33Recap.pdf,Primary,2009
991,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.54CrossoverDemCouncil34Recap.pdf,Primary,2009
992,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.55KingsDemCouncil34Recap.pdf,Primary,2009
993,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.56QueensDem34CouncilRecap.pdf,Primary,2009
994,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.57KingsDemCouncil35Recap.pdf,Primary,2009
995,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.58KingsDemCouncil36Recap.pdf,Primary,2009
996,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.59KingsDemCouncil38Recap.pdf,Primary,2009
997,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.61KingsDemCouncil39Recap.pdf,Primary,2009
998,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.61KingsDemCouncil40Recap.pdf,Primary,2009
999,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.62KingsDemCouncil41Recap.pdf,Primary,2009
1000,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.63KingsDemCouncil42Recap.pdf,Primary,2009
1001,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.64KingsDemCouncil45Recap.pdf,Primary,2009
1002,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.65RichmondDemCouncil49Recap.pdf,Primary,2009
1003,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.66NewYorkRep4CouncilRecap.pdf,Primary,2009
1004,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.67KingsRepCouncil39Recap.pdf,Primary,2009
1005,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/1.68KingsWFCouncil39Recap.pdf,Primary,2009
1006,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/2.1NewYorkDemMaleDistLeader64BRecap.pdf,Primary,2009
1007,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/2.2NewYorkDemFemDistLeader64BRecap.pdf,Primary,2009
1008,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/2.3NewYorkDemMaleDistLeader64CRecap.pdf,Primary,2009
1009,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/2.4NewYorkDemFemDistLeader66BRecap.pdf,Primary,2009
1010,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/2.5NewYorkDemMaleDistLeader68ARecap.pdf,Primary,2009
1011,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/2.6NewYorkDemFemDistLeader68ARecap.pdf,Primary,2009
1012,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/2.7NewYorkDemMaleDistLeader68BRecap.pdf,Primary,2009
1013,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/2.8NewYorkDemFemDistLeader68BRecap.pdf,Primary,2009
1014,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/2.9NewYorkDemMaleDistLeader68CRecap.pdf,Primary,2009
1015,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/3.1NewYorkDemFemDistLeader69ARecap.pdf,Primary,2009
1016,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/3.2NewYorkDemMaleDistLeader72BRecap.pdf,Primary,2009
1017,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/3.3NewYorkDemFemDistLeader74ARecap.pdf,Primary,2009
1018,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/3.4NewYorkDemDelegate66Recap.pdf,Primary,2009
1019,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/3.5NewYorkDemDelegate68Recap.pdf,Primary,2009
1020,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/3.6NewYorkDemDelegate72Recap.pdf,Primary,2009
1021,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/3.7NewYorkDemDelegate75Recap.pdf,Primary,2009
1022,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/3.8NewYorkDemAlternate66Recap.pdf,Primary,2009
1023,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/3.9NewYorkDemAlternate72Recap.pdf,Primary,2009
1024,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/4.1NewYorkDemAlternate75Recap.pdf,Primary,2009
1025,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/4.2NewYorkDemAllCountyCommContestsRecap.pdf,Primary,2009
1026,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/4.3BronxDemDelegates78Recap.pdf,Primary,2009
1027,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/4.4BronxDemDelegates79Recap.pdf,Primary,2009
1028,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/4.5BronxDemDelegate84Recap.pdf,Primary,2009
1029,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/4.6BronxDemDelegate86Recap.pdf,Primary,2009
1030,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/4.7BronxDemAlternate77Recap.pdf,Primary,2009
1031,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/4.8BronxDemAlternate78Recap.pdf,Primary,2009
1032,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/4.9BronxDemAlternate79Recap.pdf,Primary,2009
1033,http://vote.nyc.ny.us/downloads/pdf/results/2009/Primary/5.1BronxDemAlternate86Recap.pdf,Primary,2009
